Energy(cm-1),Energy(nm),Abs
31340.259740259742,319.07840212166417,0.291485324055
31357.14285714286,318.90660592255125,0.313506503815
31374.025974025975,318.7349946187598,0.337105918739
31390.909090909092,318.5635679119606,0.36238996443
31407.79220779221,318.39232550446576,0.389471702712
31424.675324675325,318.2212670992272,0.418471242779
31441.55844155844,318.0503923998348,0.449516141623
31458.44155844156,317.8797011105148,0.482741824548
31475.324675324675,317.7091929361281,0.518292026609
31492.207792207795,317.5388675821683,0.556319255821
31509.09090909091,317.3687247547605,0.59698527904
31525.97402597403,317.1987641606591,0.640461631387
31542.857142857145,317.0289855072464,0.686930150174
31559.74025974026,316.85938850253075,0.736583534262
31576.623376623378,316.6899728551452,0.789625929826
31593.506493506495,316.5207382743454,0.846273543529
31610.38961038961,316.3516844700082,0.906755284107
31627.272727272728,316.18281115263005,0.971313433418
31644.155844155845,316.01411803332513,1.040204348
31661.03896103896,315.8456048238238,1.11369919223
31677.922077922078,315.677271236471,1.19208470413
31694.805194805194,315.50911698422453,1.27566399506
31711.68831168831,315.34114178065363,1.36475738425
31728.57142857143,315.17334533993693,1.45970326943
31745.454545454548,315.0057273768614,1.56085903479
31762.337662337664,314.83828760682013,1.66860199721
31779.22077922078,314.67102574581116,1.78333039223
31796.103896103898,314.5039415104358,1.9054644007
31812.987012987014,314.3370346178968,2.0354472175
31829.87012987013,314.17030478599696,2.17374616347
31846.753246753247,314.00375173313756,2.32085384171
31863.636363636364,313.8373751783167,2.47728933956
31880.51948051948,313.6711748411276,2.64359947744
31897.402597402597,313.5051504417573,2.82036010573
31914.285714285714,313.3393017009848,3.0081774509
31931.168831168834,313.17362834017973,3.20768951217
31948.05194805195,313.0081300813008,3.41956750974
31964.935064935067,312.8428066468939,3.6445173859
31981.818181818184,312.67765776009094,3.88328136008
31998.7012987013,312.5126831446081,4.13663953899
32015.584415584417,312.3478825247444,4.40541158295
32032.467532467534,312.18325562538007,4.69045842952
32049.35064935065,312.01880217197504,4.99268407543
32066.233766233767,311.8545218905674,5.31303741773
32083.116883116883,311.690414507772,5.65251415531
32100.0,311.52647975077883,6.01215875153
32116.883116883117,311.3627173473514,6.39306645881
32133.766233766233,311.1991270258255,6.79638540613
32150.649350649353,311.03570851510744,7.22331875001
32167.53246753247,310.8724615446728,7.67512688968
32184.415584415587,310.70938584456457,8.15312974705
32201.298701298703,310.5464811453922,8.65870911203
32218.18181818182,310.38374717832954,9.19331105345
32235.064935064936,310.2211836751138,9.75844839612
32251.948051948053,310.0587903680438,10.3557032641
32268.83116883117,309.8965669899787,10.9867296904
32285.714285714286,309.7345132743363,11.6532562929
32302.597402597403,309.5726289550919,12.3570890169
32319.48051948052,309.4109137667765,13.1001139434
32336.363636363636,309.2493674444757,13.8843001632
32353.246753246753,309.0879897238279,14.7117027158
32370.129870129873,308.92678034102306,15.5844655936
32387.01298701299,308.7657390328013,16.5048248088
32403.896103896106,308.6048655364514,17.4751115237
32420.779220779223,308.4441595898093,18.4977552421
32437.66233766234,308.28362093125673,19.5752870612
32454.545454545456,308.1232492997199,20.710342982
32471.428571428572,307.96304443466784,21.9056672766
32488.31168831169,307.8030060761113,23.1641159109
32505.194805194806,307.6431339646011,24.4886600197
32522.077922077922,307.4834278412267,25.8823894328
32538.96103896104,307.3238874476152,27.3485162491
32555.844155844155,307.16451252592947,28.8903784553
32572.727272727272,307.0053028188669,30.5114435881
32589.610389610392,306.84625806965806,32.2153124336
32606.49350649351,306.68737802206556,34.0057227633
32623.376623376626,306.52866242038215,35.8865531014
32640.259740259742,306.3701110094298,37.8618265191
32657.14285714286,306.2117235345582,39.9357144527
32674.025974025975,306.0534997416431,42.11254054
32690.909090909092,305.89543937708567,44.3967844697
32707.79220779221,305.7375421878102,46.7930858408
32724.675324675325,305.5798079212636,49.3062480231
32741.55844155844,305.4222363254135,51.9412420163
32758.44155844156,305.2648271487472,54.7032102996
32775.32467532468,305.1075801402702,57.597470666
32792.207792207795,304.9504950495049,60.6295200348
32809.09090909091,304.7935716264893,63.805038235
32825.97402597403,304.63680962177557,67.1298917525
32842.857142857145,304.4802087864289,70.6101374331
32859.74025974026,304.32376887202594,74.2520261338
32876.62337662338,304.16748963065373,78.062006314
32893.506493506495,304.0113708149084,82.0467275576
32910.38961038961,303.8554121778935,86.2130440181
32927.27272727273,303.6996134732192,90.5680177763
